target,reference,snapshot_date,rank,category_qid,category_title,gap,overlap_target,overlap_reference,coverage_pct,weighted_score
anpwiki,hiwiki,2026-06-23,23,6156696,मृत_लोग,1119,84,1203,0.0698,480418
anpwiki,hiwiki,2026-06-23,24,1457903,धर्म,1115,84,1199,0.0701,479321
anpwiki,hiwiki,2026-06-23,25,6834346,भारतीय_लेखक,1064,13,1077,0.0121,461053
anpwiki,hiwiki,2026-06-23,26,7019973,Postage_stamps_featuring_people,766,71,837,0.0848,458086
anpwiki,hiwiki,2026-06-23,27,7214658,भारत_के_नगर,1894,68,1962,0.0347,447673
anpwiki,hiwiki,2026-06-23,28,1458083,विज्ञान,2345,237,2582,0.0918,447209
anpwiki,hiwiki,2026-06-23,29,8205334,20th-century_Indian_people,765,11,776,0.0142,446077
anpwiki,hiwiki,2026-06-23,30,7291943,भारतीय_संस्कृति,745,36,781,0.0461,426806
anpwiki,hiwiki,2026-06-23,31,4103183,राजनीति,1378,78,1456,0.0536,415055
anpwiki,hiwiki,2026-06-23,32,9703480,Biôgrafia,1521,96,1617,0.0594,413600
anpwiki,hiwiki,2026-06-23,33,6547010,भारतीय_फ़िल्म_अभिनेता,849,6,855,0.007,412144
anpwiki,hiwiki,2026-06-23,34,9705320,Endrika_ampiasaina_amin'ny_jeografia,2431,151,2582,0.0585,399545
anpwiki,hiwiki,2026-06-23,35,6884057,हिन्दू_पौराणिक_कथाएँ,553,16,569,0.0281,379218
anpwiki,hiwiki,2026-06-23,36,7482570,Deaths_in_India,343,13,356,0.0365,377923
anpwiki,hiwiki,2026-06-23,37,1457402,जीव_विज्ञान,1991,94,2085,0.0451,376009
anpwiki,hiwiki,2026-06-23,38,6483339,भारतीय_साहित्य,429,24,453,0.053,364440
anpwiki,hiwiki,2026-06-23,39,9848152,हिन्दी_फ़िल्में,3344,23,3367,0.0068,361425
anpwiki,hiwiki,2026-06-23,40,7368887,वैष्णव_सम्प्रदाय,289,7,296,0.0236,352816
anpwiki,hiwiki,2026-06-23,41,8545259,भारतीय_स्वतन्त्रता_संग्राम,476,11,487,0.0226,352195
anpwiki,hiwiki,2026-06-23,42,9426612,Алфавит_буйынса_актёрҙар,1049,7,1056,0.0066,338365
anpwiki,hiwiki,2026-06-23,43,7116595,उत्तर_प्रदेश_के_लोग,531,7,538,0.013,337539
anpwiki,hiwiki,2026-06-23,44,9795474,جميع_مقالات_البذور,1278,357,1635,0.2183,336133
anpwiki,hiwiki,2026-06-23,45,7116224,मुंबई_के_लोग,622,6,628,0.0096,335778
anpwiki,hiwiki,2026-06-23,46,8619678,लोक_सभा_सदस्य,484,7,491,0.0143,335555
anpwiki,hiwiki,2026-06-23,47,5753390,राजनीतिज्ञ,1133,61,1194,0.0511,335150
anpwiki,hiwiki,2026-06-23,48,6946332,पंजाबी_लोग,977,5,982,0.0051,331598
anpwiki,hiwiki,2026-06-23,49,8313144,ब्रिटिश_भारत,438,18,456,0.0395,330052
anpwiki,hiwiki,2026-06-23,50,8514373,हिन्दू_देवी-देवता,373,8,381,0.021,329969
aswiki,enwiki,2026-06-23,1,1410960,United_States,211167,666,211833,0.0031,847760824
aswiki,enwiki,2026-06-23,2,3919762,American_people,122753,709,123462,0.0057,771691153
aswiki,enwiki,2026-06-23,3,5479723,Film_actors,36064,714,36778,0.0194,521080509
aswiki,enwiki,2026-06-23,4,3919792,Actors,55398,1213,56611,0.0214,457045893
aswiki,enwiki,2026-06-23,5,9698417,American_actors,23604,330,23934,0.0138,433423653
aswiki,enwiki,2026-06-23,6,5479560,Television_actors,30445,557,31002,0.018,412828663
aswiki,enwiki,2026-06-23,7,5837414,American_film_actors,12178,224,12402,0.0181,361743399
aswiki,enwiki,2026-06-23,8,5461159,American_television_actors,12365,220,12585,0.0175,359627540
aswiki,enwiki,2026-06-23,9,8206360,21st-century_American_actors,11116,255,11371,0.0224,349552161
aswiki,enwiki,2026-06-23,10,9426612,Алфавит_буйынса_актёрҙар,13119,420,13539,0.031,332621723
aswiki,enwiki,2026-06-23,11,6840573,English-language_films,62082,94,62176,0.0015,315499621
aswiki,enwiki,2026-06-23,12,3919868,American_films,33682,52,33734,0.0015,279206136
aswiki,enwiki,2026-06-23,13,7835232,Əlifba_sırasına_görə_filmlər,35078,125,35203,0.0036,275357868
aswiki,enwiki,2026-06-23,14,1411125,United_Kingdom,74510,236,74746,0.0032,266801239
aswiki,enwiki,2026-06-23,15,7269712,20th-century_American_actors,12013,115,12128,0.0095,264537084
aswiki,enwiki,2026-06-23,16,5611338,Association_football,144220,52,144272,0.0004,247760930
aswiki,enwiki,2026-06-23,17,8246543,American_male_film_actors,14240,49,14289,0.0034,246862096
aswiki,enwiki,2026-06-23,18,9715949,Vikipedya:AY,1096,182,1278,0.1424,244432343
aswiki,enwiki,2026-06-23,19,1457982,Sports,132299,216,132515,0.0016,243772263
aswiki,enwiki,2026-06-23,20,3919830,British_people,44295,242,44537,0.0054,243483041
aswiki,enwiki,2026-06-23,21,6508,Astronomy,5311,150,5461,0.0275,238394797
aswiki,enwiki,2026-06-23,22,9703480,Biôgrafia,24515,520,25035,0.0208,235190603
aswiki,enwiki,2026-06-23,23,9228737,Кандык_айдыҥ_21_кӱнинде_чыккандар,1692,8,1700,0.0047,228920583
aswiki,enwiki,2026-06-23,24,9865921,Wikipedia:Wiphalakunap_Plantillankukuna,872,16,888,0.018,226633032
aswiki,enwiki,2026-06-23,25,9220893,Кӱӱк_айдыҥ_28_кӱнинде_божогондор,685,5,690,0.0072,225528852
aswiki,enwiki,2026-06-23,26,6397842,American_male_actors,9732,43,9775,0.0044,221177833
aswiki,enwiki,2026-06-23,27,9636824,Əlifba_sırasına_görə_musiqiçilər,24321,251,24572,0.0102,219809349
aswiki,enwiki,2026-06-23,28,33079992,Gamba_Peuniléh,23,1,24,0.0417,215076069
aswiki,enwiki,2026-06-23,29,129212025,Tuveli:Izvopa,418,35,453,0.0773,212508176
aswiki,enwiki,2026-06-23,30,8246554,American_male_television_actors,11609,17,11626,0.0015,211572866
aswiki,enwiki,2026-06-23,31,9715644,Wp/srn,441,56,497,0.1127,210980860
aswiki,enwiki,2026-06-23,32,9426286,Алфавит_буйынса_актрисалар,10663,613,11276,0.0544,209252707
aswiki,enwiki,2026-06-23,33,6740310,American_voice_actors,4293,109,4402,0.0248,200981257
aswiki,enwiki,2026-06-23,34,140310923,Actors_estatunidencs_nascuts_al_segle_XX,3192,149,3341,0.0446,195140325
aswiki,enwiki,2026-06-23,35,10074376,Pobo_sakizaya,6,1,7,0.1429,192330935
aswiki,enwiki,2026-06-23,36,8245580,American_film_actresses,10972,294,11266,0.0261,191668317
aswiki,enwiki,2026-06-23,37,97269191,Pàgine_in_Zeneise-Grafia_unitäia,78,16,94,0.1702,189046865
aswiki,enwiki,2026-06-23,38,14914955,21st-century_American_male_actors,7399,15,7414,0.002,186229015
aswiki,enwiki,2026-06-23,39,7063228,American_singers,7927,130,8057,0.0161,185429693
aswiki,enwiki,2026-06-23,40,6426972,American_television_actresses,9126,262,9388,0.0279,184812911
aswiki,enwiki,2026-06-23,41,6408784,21st-century_actors,6679,108,6787,0.0159,184614895
aswiki,enwiki,2026-06-23,42,9724347,Paggene_scritte_int''e_dialette_d''o_Lazzio_Meridiunale,152,36,188,0.1915,183504762
aswiki,enwiki,2026-06-23,43,6645404,American_actresses,7854,282,8136,0.0347,182094949
aswiki,enwiki,2026-06-23,44,33029934,Articol_in_Milanes,31951,1129,33080,0.0341,179940188
aswiki,enwiki,2026-06-23,45,9711126,Miranduléś,4174,192,4366,0.044,178346279
aswiki,enwiki,2026-06-23,46,9280440,20th-century_American_people,22461,152,22613,0.0067,173594177
aswiki,enwiki,2026-06-23,47,7031042,American_people_of_Irish_descent,6367,125,6492,0.0193,171690155
aswiki,enwiki,2026-06-23,48,106843442,To_be_checked,506,342,848,0.4033,169285668
aswiki,enwiki,2026-06-23,49,8206361,21st-century_American_actresses,7097,269,7366,0.0365,167529827
aswiki,enwiki,2026-06-23,50,7217320,Singers,15197,277,15474,0.0179,167325947
aswiki,hiwiki,2026-06-23,1,1411417,भारत,4890,2792,7682,0.3634,1928367
aswiki,hiwiki,2026-06-23,2,1983910,हिन्दू_धर्म,1410,1003,2413,0.4157,947266
aswiki,hiwiki,2026-06-23,3,4630,भारत_का_इतिहास,1187,412,1599,0.2577,794924
aswiki,hiwiki,2026-06-23,4,6994462,भारत_के_लोग,1379,1739,3118,0.5577,694204
aswiki,hiwiki,2026-06-23,5,7192108,Páginas_con_errores_en_secuencias_de_órdenes,1648,701,2349,0.2984,581065
aswiki,hiwiki,2026-06-23,6,1457595,इतिहास,1689,567,2256,0.2513,580425
aswiki,hiwiki,2026-06-23,7,7030483,भारतीय_राजनीतिज्ञ,1079,480,1559,0.3079,551347
aswiki,hiwiki,2026-06-23,8,5897849,स्रोतहीन_लेख,1656,593,2249,0.2637,494561
aswiki,hiwiki,2026-06-23,9,1457673,भूगोल,2428,482,2910,0.1656,491936
aswiki,hiwiki,2026-06-23,10,5668044,भारतीय_फ़िल्में,4075,385,4460,0.0863,475754
aswiki,hiwiki,2026-06-23,11,33029934,Articol_in_Milanes,3594,1129,4723,0.239,474131
aswiki,hiwiki,2026-06-23,12,32589508,ويکيډاټا_سرچينې_لرونکي_مخونه,867,432,1299,0.3326,464091
aswiki,hiwiki,2026-06-23,13,7214658,भारत_के_नगर,1826,136,1962,0.0693,431600
aswiki,hiwiki,2026-06-23,14,9705320,Endrika_ampiasaina_amin'ny_jeografia,2397,185,2582,0.0716,393957
aswiki,hiwiki,2026-06-23,15,25351284,कायमचे_मृत_बाह्य_दुवे_असणारे_लेख,798,477,1275,0.3741,387489
aswiki,hiwiki,2026-06-23,16,6944392,भारतीय_राजनीति,264,139,403,0.3449,371137
aswiki,hiwiki,2026-06-23,17,9727294,ಕಡತ_ಕೊಂಡಿಗಳು_ಮುರಿದಿರುವ_ಪುಟಗಳು,670,342,1012,0.3379,369389
aswiki,hiwiki,2026-06-23,18,1458083,विज्ञान,1877,705,2582,0.273,357958
aswiki,hiwiki,2026-06-23,19,4103183,राजनीति,1173,283,1456,0.1944,353309
aswiki,hiwiki,2026-06-23,20,2944929,संस्कृति,1065,790,1855,0.4259,351774
aswiki,hiwiki,2026-06-23,21,7030643,भारतीय_हिन्दू,372,375,747,0.502,338958
aswiki,hiwiki,2026-06-23,22,9848152,हिन्दी_फ़िल्में,3132,235,3367,0.0698,338511
aswiki,hiwiki,2026-06-23,23,1457903,धर्म,756,443,1199,0.3695,324992
aswiki,hiwiki,2026-06-23,24,9703480,Biôgrafia,1097,520,1617,0.3216,298303
aswiki,hiwiki,2026-06-23,25,7023926,संस्कृत_शब्द,443,407,850,0.4788,294427
aswiki,hiwiki,2026-06-23,26,6493807,क्रिकेट,2552,113,2665,0.0424,293452
aswiki,hiwiki,2026-06-23,27,9729671,Gesjreve_in_'t_Mestreechs,967,509,1476,0.3449,289447
aswiki,hiwiki,2026-06-23,28,7019973,Postage_stamps_featuring_people,484,353,837,0.4217,289443
aswiki,hiwiki,2026-06-23,29,1457402,जीव_विज्ञान,1504,581,2085,0.2787,284037
aswiki,hiwiki,2026-06-23,30,23706330,Bu_dem_liwot,1176,207,1383,0.1497,282711
aswiki,hiwiki,2026-06-23,31,28582468,चित्र_के_साथ_ज्ञानसन्दूक_अवस्थापन_प्रयोग_करने_वाले_लेख,1744,96,1840,0.0522,281951
aswiki,hiwiki,2026-06-23,32,9795474,جميع_مقالات_البذور,1068,567,1635,0.3468,280900
aswiki,hiwiki,2026-06-23,33,7024688,भारतीय_अभिनेता,706,583,1289,0.4523,278177
aswiki,hiwiki,2026-06-23,34,7116595,उत्तर_प्रदेश_के_लोग,418,120,538,0.223,265708
aswiki,hiwiki,2026-06-23,35,7146649,उत्तर_प्रदेश,460,66,526,0.1255,262713
aswiki,hiwiki,2026-06-23,36,9714104,Fering_Artiikel,1204,264,1468,0.1798,262061
aswiki,hiwiki,2026-06-23,37,8298820,भारतीय_जनता_पार्टी_के_राजनीतिज्ञ,640,158,798,0.198,248901
aswiki,hiwiki,2026-06-23,38,33044957,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ,1120,385,1505,0.2558,248272
aswiki,hiwiki,2026-06-23,39,8545259,भारतीय_स्वतन्त्रता_संग्राम,333,154,487,0.3162,246388
aswiki,hiwiki,2026-06-23,40,6739495,भारत_का_भूगोल,379,113,492,0.2297,245530
aswiki,hiwiki,2026-06-23,41,9827195,ہندستان,235,78,313,0.2492,243218
aswiki,hiwiki,2026-06-23,42,6508,खगोलशास्त्र,905,150,1055,0.1422,240856
aswiki,hiwiki,2026-06-23,43,6834346,भारतीय_लेखक,553,524,1077,0.4865,239626
aswiki,hiwiki,2026-06-23,44,3919792,अभिनेता,1184,1213,2397,0.506,238875
aswiki,hiwiki,2026-06-23,45,33017565,مشہور_لوک,578,222,800,0.2775,236954
aswiki,hiwiki,2026-06-23,46,5753390,राजनीतिज्ञ,801,393,1194,0.3291,236942
aswiki,hiwiki,2026-06-23,47,7467137,भारत_सरकार,285,108,393,0.2748,234222
aswiki,hiwiki,2026-06-23,48,8313144,ब्रिटिश_भारत,297,159,456,0.3487,223802
aswiki,hiwiki,2026-06-23,49,7006468,भारतीय_सम्राट,398,62,460,0.1348,223561
aswiki,hiwiki,2026-06-23,50,2945924,सूचियाँ,480,137,617,0.222,223551
awawiki,enwiki,2026-06-23,1,1410960,United_States,211781,52,211833,0.0002,850225817
awawiki,enwiki,2026-06-23,2,3919762,American_people,123421,41,123462,0.0003,775890560
awawiki,enwiki,2026-06-23,3,5479723,Film_actors,36748,30,36778,0.0008,530963469
awawiki,enwiki,2026-06-23,4,3919792,Actors,56570,41,56611,0.0007,466715155
awawiki,enwiki,2026-06-23,5,9698417,American_actors,23924,10,23934,0.0004,439299588
awawiki,enwiki,2026-06-23,6,5479560,Television_actors,30988,14,31002,0.0005,420191644
awawiki,enwiki,2026-06-23,7,5837414,American_film_actors,12395,7,12402,0.0006,368189311
awawiki,enwiki,2026-06-23,8,5461159,American_television_actors,12578,7,12585,0.0006,365822499
awawiki,enwiki,2026-06-23,9,8206360,21st-century_American_actors,11365,6,11371,0.0005,357382179
awawiki,enwiki,2026-06-23,10,9426612,Алфавит_буйынса_актёрҙар,13501,38,13539,0.0028,342307027
awawiki,enwiki,2026-06-23,11,6840573,English-language_films,62175,1,62176,0.0,315972246
awawiki,enwiki,2026-06-23,12,3919868,American_films,33733,1,33734,0.0,279628899
awawiki,enwiki,2026-06-23,13,7835232,Əlifba_sırasına_görə_filmlər,35203,0,35203,0.0,276339103
awawiki,enwiki,2026-06-23,14,1411125,United_Kingdom,74715,31,74746,0.0004,267535291
awawiki,enwiki,2026-06-23,15,7269712,20th-century_American_actors,12125,3,12128,0.0002,267003425
awawiki,enwiki,2026-06-23,16,9715949,Vikipedya:AY,1156,122,1278,0.0955,257813676
awawiki,enwiki,2026-06-23,17,5611338,Association_football,144271,1,144272,0.0,247848545
awawiki,enwiki,2026-06-23,18,8246543,American_male_film_actors,14285,4,14289,0.0003,247642208
awawiki,enwiki,2026-06-23,19,3919830,British_people,44514,23,44537,0.0005,244686852
awawiki,enwiki,2026-06-23,20,1457982,Sports,132466,49,132515,0.0004,244079975
awawiki,enwiki,2026-06-23,21,6508,Astronomy,5421,40,5461,0.0073,243332366
awawiki,enwiki,2026-06-23,22,9703480,Biôgrafia,24899,136,25035,0.0054,238874600
awawiki,enwiki,2026-06-23,23,9228737,Кандык_айдыҥ_21_кӱнинде_чыккандар,1699,1,1700,0.0006,229867654
awawiki,enwiki,2026-06-23,24,4966679,Wikipedia,465,11,476,0.0231,227519685
awawiki,enwiki,2026-06-23,25,9220893,Кӱӱк_айдыҥ_28_кӱнинде_божогондор,689,1,690,0.0014,226845808
awawiki,enwiki,2026-06-23,26,9865921,Wikipedia:Wiphalakunap_Plantillankukuna,868,20,888,0.0225,225593431
awawiki,enwiki,2026-06-23,27,9715644,Wp/srn,467,30,497,0.0604,223419641
awawiki,enwiki,2026-06-23,28,6397842,American_male_actors,9769,6,9775,0.0006,222018727
awawiki,enwiki,2026-06-23,29,9636824,Əlifba_sırasına_görə_musiqiçilər,24561,11,24572,0.0004,221978431
awawiki,enwiki,2026-06-23,30,9426286,Алфавит_буйынса_актрисалар,11271,5,11276,0.0004,221184213
awawiki,enwiki,2026-06-23,31,97269191,Pàgine_in_Zeneise-Grafia_unitäia,91,3,94,0.0319,220554676
awawiki,enwiki,2026-06-23,32,129212025,Tuveli:Izvopa,428,25,453,0.0552,217592103
awawiki,enwiki,2026-06-23,33,9724347,Paggene_scritte_int''e_dialette_d''o_Lazzio_Meridiunale,180,8,188,0.0426,217308271
awawiki,enwiki,2026-06-23,34,106843442,To_be_checked,648,200,848,0.2358,216792714
awawiki,enwiki,2026-06-23,35,33079992,Gamba_Peuniléh,23,1,24,0.0417,215076069
awawiki,enwiki,2026-06-23,36,8246554,American_male_television_actors,11623,3,11626,0.0003,211828015
awawiki,enwiki,2026-06-23,37,6740310,American_voice_actors,4398,4,4402,0.0009,205896941
awawiki,enwiki,2026-06-23,38,140310923,Actors_estatunidencs_nascuts_al_segle_XX,3337,4,3341,0.0012,204004782
awawiki,enwiki,2026-06-23,39,2944611,Wikipedia_administration,35,4,39,0.1026,202941287
awawiki,enwiki,2026-06-23,40,8245580,American_film_actresses,11263,3,11266,0.0003,196751755
awawiki,enwiki,2026-06-23,41,106848755,Sabak_Tutuy,143,31,174,0.1782,192479535
awawiki,enwiki,2026-06-23,42,10074376,Pobo_sakizaya,6,1,7,0.1429,192330935
awawiki,enwiki,2026-06-23,43,6426972,American_television_actresses,9385,3,9388,0.0003,190057985
awawiki,enwiki,2026-06-23,44,6645404,American_actresses,8132,4,8136,0.0005,188540378
awawiki,enwiki,2026-06-23,45,7063228,American_singers,8052,5,8057,0.0006,188353714
awawiki,enwiki,2026-06-23,46,6408784,21st-century_actors,6770,17,6787,0.0025,187130235
awawiki,enwiki,2026-06-23,47,7220786,Selected_anniversaries,5,1,6,0.1667,187018880
awawiki,enwiki,2026-06-23,48,14914955,21st-century_American_male_actors,7411,3,7414,0.0004,186531049
awawiki,enwiki,2026-06-23,49,33029934,Articol_in_Milanes,32870,210,33080,0.0063,185115770
awawiki,enwiki,2026-06-23,50,9711126,Miranduléś,4292,74,4366,0.0169,183388171
awawiki,hiwiki,2026-06-23,1,1411417,भारत,7251,431,7682,0.0561,2859425
awawiki,hiwiki,2026-06-23,2,1983910,हिन्दू_धर्म,2255,158,2413,0.0655,1514955
awawiki,hiwiki,2026-06-23,3,6994462,भारत_के_लोग,2951,167,3118,0.0536,1485568
awawiki,hiwiki,2026-06-23,4,4630,भारत_का_इतिहास,1551,48,1599,0.03,1038691
awawiki,hiwiki,2026-06-23,5,7030483,भारतीय_राजनीतिज्ञ,1500,59,1559,0.0378,766470
awawiki,hiwiki,2026-06-23,6,1457595,इतिहास,2116,140,2256,0.0621,727163
awawiki,hiwiki,2026-06-23,7,7192108,Páginas_con_errores_en_secuencias_de_órdenes,2041,308,2349,0.1311,719632
awawiki,hiwiki,2026-06-23,8,82515714,People_from_India,798,88,886,0.0993,657896
awawiki,hiwiki,2026-06-23,9,5897849,स्रोतहीन_लेख,2078,171,2249,0.076,620591
awawiki,hiwiki,2026-06-23,10,7030643,भारतीय_हिन्दू,678,69,747,0.0924,617778
awawiki,hiwiki,2026-06-23,11,33029934,Articol_in_Milanes,4513,210,4723,0.0445,595369
awawiki,hiwiki,2026-06-23,12,25351284,कायमचे_मृत_बाह्य_दुवे_असणारे_लेख,1215,60,1275,0.0471,589974
awawiki,hiwiki,2026-06-23,13,32589508,ويکيډاټا_سرچينې_لرونکي_مخونه,1069,230,1299,0.1771,572218
awawiki,hiwiki,2026-06-23,14,2944929,संस्कृति,1698,157,1855,0.0846,560858
awawiki,hiwiki,2026-06-23,15,7023926,संस्कृत_शब्द,807,43,850,0.0506,536350
awawiki,hiwiki,2026-06-23,16,5668044,भारतीय_फ़िल्में,4457,3,4460,0.0007,520352
awawiki,hiwiki,2026-06-23,17,6944392,भारतीय_राजनीति,369,34,403,0.0844,518748
awawiki,hiwiki,2026-06-23,18,9727294,ಕಡತ_ಕೊಂಡಿಗಳು_ಮುರಿದಿರುವ_ಪುಟಗಳು,912,100,1012,0.0988,502810
awawiki,hiwiki,2026-06-23,19,1457673,भूगोल,2443,467,2910,0.1605,494976
awawiki,hiwiki,2026-06-23,20,7024688,भारतीय_अभिनेता,1250,39,1289,0.0303,492524
awawiki,hiwiki,2026-06-23,21,1457903,धर्म,1134,65,1199,0.0542,487489
awawiki,hiwiki,2026-06-23,22,3919792,अभिनेता,2356,41,2397,0.0171,475329
awawiki,hiwiki,2026-06-23,23,1458083,विज्ञान,2435,147,2582,0.0569,464372
awawiki,hiwiki,2026-06-23,24,6156696,मृत_लोग,1081,122,1203,0.1014,464103
awawiki,hiwiki,2026-06-23,25,6834346,भारतीय_लेखक,1038,39,1077,0.0362,449787
awawiki,hiwiki,2026-06-23,26,6465874,مواليد_في_الهند,383,54,437,0.1236,449754
awawiki,hiwiki,2026-06-23,27,7214658,भारत_के_नगर,1863,99,1962,0.0505,440345
awawiki,hiwiki,2026-06-23,28,7019973,Postage_stamps_featuring_people,732,105,837,0.1254,437753
awawiki,hiwiki,2026-06-23,29,7291943,भारतीय_संस्कृति,742,39,781,0.0499,425088
awawiki,hiwiki,2026-06-23,30,8205334,20th-century_Indian_people,729,47,776,0.0606,425085
awawiki,hiwiki,2026-06-23,31,9703480,Biôgrafia,1481,136,1617,0.0841,402723
awawiki,hiwiki,2026-06-23,32,6547010,भारतीय_फ़िल्म_अभिनेता,815,40,855,0.0468,395639
awawiki,hiwiki,2026-06-23,33,4103183,राजनीति,1313,143,1456,0.0982,395477
awawiki,hiwiki,2026-06-23,34,9705320,Endrika_ampiasaina_amin'ny_jeografia,2403,179,2582,0.0693,394943
awawiki,hiwiki,2026-06-23,35,1457402,जीव_विज्ञान,2003,82,2085,0.0393,378275
awawiki,hiwiki,2026-06-23,36,6884057,हिन्दू_पौराणिक_कथाएँ,542,27,569,0.0475,371674
awawiki,hiwiki,2026-06-23,37,9729671,Gesjreve_in_'t_Mestreechs,1235,241,1476,0.1633,369666
awawiki,hiwiki,2026-06-23,38,6483339,भारतीय_साहित्य,429,24,453,0.053,364440
awawiki,hiwiki,2026-06-23,39,9848152,हिन्दी_फ़िल्में,3365,2,3367,0.0006,363694
awawiki,hiwiki,2026-06-23,40,9795474,جميع_مقالات_البذور,1379,256,1635,0.1566,362698
awawiki,hiwiki,2026-06-23,41,8545259,भारतीय_स्वतन्त्रता_संग्राम,474,13,487,0.0267,350715
awawiki,hiwiki,2026-06-23,42,7482570,Deaths_in_India,317,39,356,0.1096,349276
awawiki,hiwiki,2026-06-23,43,7368887,वैष्णव_सम्प्रदाय,284,12,296,0.0405,346712
awawiki,hiwiki,2026-06-23,44,9700201,Articllo_en_arpetan_supradialèctâl_/_ORB,1158,270,1428,0.1891,346081
awawiki,hiwiki,2026-06-23,45,9426612,Алфавит_буйынса_актёрҙар,1018,38,1056,0.036,328365
awawiki,hiwiki,2026-06-23,46,8313144,ब्रिटिश_भारत,434,22,456,0.0482,327038
awawiki,hiwiki,2026-06-23,47,5753390,राजनीतिज्ञ,1099,95,1194,0.0796,325093
awawiki,hiwiki,2026-06-23,48,8619678,लोक_सभा_सदस्य,466,25,491,0.0509,323076
awawiki,hiwiki,2026-06-23,49,7116595,उत्तर_प्रदेश_के_लोग,507,31,538,0.0576,322283
awawiki,hiwiki,2026-06-23,50,7116224,मुंबई_के_लोग,593,35,628,0.0557,320123
bhwiki,enwiki,2026-06-23,1,1410960,United_States,211592,241,211833,0.0011,849467049
bhwiki,enwiki,2026-06-23,2,3919762,American_people,123345,117,123462,0.0009,775412783
bhwiki,enwiki,2026-06-23,3,5479723,Film_actors,36538,240,36778,0.0065,527929227
bhwiki,enwiki,2026-06-23,4,3919792,Actors,56218,393,56611,0.0069,463811077
bhwiki,enwiki,2026-06-23,5,9698417,American_actors,23873,61,23934,0.0025,438363110
bhwiki,enwiki,2026-06-23,6,5479560,Television_actors,30817,185,31002,0.006,417872915
bhwiki,enwiki,2026-06-23,7,5837414,American_film_actors,12350,52,12402,0.0042,366852601
bhwiki,enwiki,2026-06-23,8,5461159,American_television_actors,12546,39,12585,0.0031,364891801
bhwiki,enwiki,2026-06-23,9,8206360,21st-century_American_actors,11332,39,11371,0.0034,356344466
bhwiki,enwiki,2026-06-23,10,9426612,Алфавит_буйынса_актёрҙар,13292,247,13539,0.0182,337008000
bhwiki,enwiki,2026-06-23,11,6840573,English-language_films,62116,60,62176,0.001,315672409
bhwiki,enwiki,2026-06-23,12,3919868,American_films,33679,55,33734,0.0016,279181267
bhwiki,enwiki,2026-06-23,13,7835232,Əlifba_sırasına_görə_filmlər,35137,66,35203,0.0019,275821011
bhwiki,enwiki,2026-06-23,14,1411125,United_Kingdom,74630,116,74746,0.0016,267230928
bhwiki,enwiki,2026-06-23,15,7269712,20th-century_American_actors,12104,24,12128,0.002,266540986
bhwiki,enwiki,2026-06-23,16,5611338,Association_football,144257,15,144272,0.0001,247824493
bhwiki,enwiki,2026-06-23,17,8246543,American_male_film_actors,14257,32,14289,0.0022,247156805
bhwiki,enwiki,2026-06-23,18,3919830,British_people,44443,94,44537,0.0021,244296575
bhwiki,enwiki,2026-06-23,19,1457982,Sports,132435,80,132515,0.0006,244022855
bhwiki,enwiki,2026-06-23,20,9703480,Biôgrafia,24796,239,25035,0.0095,237886445
bhwiki,enwiki,2026-06-23,21,6508,Astronomy,5296,165,5461,0.0302,237721492
bhwiki,enwiki,2026-06-23,22,9715949,Vikipedya:AY,1054,224,1278,0.1753,235065410
bhwiki,enwiki,2026-06-23,23,9228737,Кандык_айдыҥ_21_кӱнинде_чыккандар,1696,4,1700,0.0024,229461766
bhwiki,enwiki,2026-06-23,24,9220893,Кӱӱк_айдыҥ_28_кӱнинде_божогондор,689,1,690,0.0014,226845808
bhwiki,enwiki,2026-06-23,25,9865921,Wikipedia:Wiphalakunap_Plantillankukuna,864,24,888,0.027,224553830
bhwiki,enwiki,2026-06-23,26,9636824,Əlifba_sırasına_görə_musiqiçilər,24492,80,24572,0.0033,221354820
bhwiki,enwiki,2026-06-23,27,6397842,American_male_actors,9738,37,9775,0.0038,221314195
bhwiki,enwiki,2026-06-23,28,129212025,Tuveli:Izvopa,431,22,453,0.0486,219117282
bhwiki,enwiki,2026-06-23,29,9426286,Алфавит_буйынса_актрисалар,11098,178,11276,0.0158,217789228
bhwiki,enwiki,2026-06-23,30,4966679,Wikipedia,445,31,476,0.0651,217733892
bhwiki,enwiki,2026-06-23,31,9715644,Wp/srn,453,44,497,0.0885,216721836
bhwiki,enwiki,2026-06-23,32,33079992,Gamba_Peuniléh,23,1,24,0.0417,215076069
bhwiki,enwiki,2026-06-23,33,8246554,American_male_television_actors,11604,22,11626,0.0019,211481742
bhwiki,enwiki,2026-06-23,34,6740310,American_voice_actors,4377,25,4402,0.0057,204913805
bhwiki,enwiki,2026-06-23,35,140310923,Actors_estatunidencs_nascuts_al_segle_XX,3308,33,3341,0.0099,202231890
bhwiki,enwiki,2026-06-23,36,2944611,Wikipedia_administration,34,5,39,0.1282,197142964
bhwiki,enwiki,2026-06-23,37,8245580,American_film_actresses,11245,21,11266,0.0019,196437315
bhwiki,enwiki,2026-06-23,38,97269191,Pàgine_in_Zeneise-Grafia_unitäia,80,14,94,0.1489,193894221
bhwiki,enwiki,2026-06-23,39,10074376,Pobo_sakizaya,6,1,7,0.1429,192330935
