domain,month,rank,page,views
sd.wiktionary.org,2026-07,15,زمرو:هندي_اسم,120
sd.wiktionary.org,2026-07,16,Wiktionary:اوطاق,110
sd.wiktionary.org,2026-07,17,ترجما,91
sd.wiktionary.org,2026-07,18,Play_it_by_ear,88
sd.wiktionary.org,2026-07,19,Do_evil_and_look_alike,81
sd.wiktionary.org,2026-07,20,چوسو,79
sd.wiktionary.org,2026-07,21,ڀَنڀورِي,77
sd.wiktionary.org,2026-07,22,طرف,73
sd.wiktionary.org,2026-07,23,تلاش,72
sd.wiktionary.org,2026-07,24,ذريعات_وڪي:Intl,69
sd.wiktionary.org,2026-07,25,Parallel_universe,68
sd.wiktionary.org,2026-07,25,cependant,68
sd.wiktionary.org,2026-07,27,Wiktionary:ڀلي_ڪري_آيا،_نوان_ايندڙ,66
sd.wiktionary.org,2026-07,27,rôti,66
sd.wiktionary.org,2026-07,29,سانچو:-اچار-,64
sd.wiktionary.org,2026-07,29,Wiktionary:بوٽس,64
sd.wiktionary.org,2026-07,31,فرنگي_توت,58
sd.wiktionary.org,2026-07,32,désastreux,55
sd.wiktionary.org,2026-07,33,بحث:مُک_صفحو,54
sd.wiktionary.org,2026-07,34,پنهنجي_پيرن_تي_بِيهَڻُ,53
sd.wiktionary.org,2026-07,35,فَرِنگِي_تُوتُ,52
sd.wiktionary.org,2026-07,35,aunt,52
sd.wiktionary.org,2026-07,37,سانچو:ja,50
sd.wiktionary.org,2026-07,37,زمرو:ايسپرانتو,50
sd.wiktionary.org,2026-07,39,اپريل,49
sd.wiktionary.org,2026-07,39,ذريعات_وڪي:Skin,49
sd.wiktionary.org,2026-07,41,best,48
sd.wiktionary.org,2026-07,41,پگھار,48
sd.wiktionary.org,2026-07,43,administration,47
sd.wiktionary.org,2026-07,44,پير,45
sd.wiktionary.org,2026-07,45,superior,44
sd.wiktionary.org,2026-07,46,واپرائيندڙ:Dcljr,43
sd.wiktionary.org,2026-07,47,ڊِسِمبَر,40
sd.wiktionary.org,2026-07,47,باندر_ڇا_ڄاڻي_ادرڪ_جو_سواد,40
sd.wiktionary.org,2026-07,49,سانجھي,39
sd.wiktionary.org,2026-07,49,جتي_لوڀي_ھجن_اتي_ٺوڳي_بُک_نه_مرن,39
si.wikipedia.org,2026-07,1,විශේෂ:ගවේෂණය,41845
si.wikipedia.org,2026-07,2,මුල්_පිටුව,30537
si.wikipedia.org,2026-07,3,සූනන්_ඇඟ_වැටීමේ_ඵලාඵල,10811
si.wikipedia.org,2026-07,4,විශේෂ:මෑත_වෙනස්වීම්,5924
si.wikipedia.org,2026-07,5,විකිපීඩියා:Dashboard,5204
si.wikipedia.org,2026-07,6,සීගිරිය,3986
si.wikipedia.org,2026-07,7,ලිංගික_සංසර්ගය,3471
si.wikipedia.org,2026-07,8,සීගිරියේ_ඉතිහාසය,2763
si.wikipedia.org,2026-07,9,ශ්‍රී_දළදා_මාළිගාව,2584
si.wikipedia.org,2026-07,10,විකිපීඩියා:පොදු_වියාචනය,2219
si.wikipedia.org,2026-07,11,එස්_පහ_(5S)_ක්‍රමය,2215
si.wikipedia.org,2026-07,12,ඩෙංගු,2147
si.wikipedia.org,2026-07,13,ශ්‍රී_ලංකාව,2141
si.wikipedia.org,2026-07,14,විකිපීඩියා:Contact_us,2135
si.wikipedia.org,2026-07,15,රුවන්වැලි_මහා_සෑය,2075
si.wikipedia.org,2026-07,16,විකිපීඩියා:පිළිබඳ,1886
si.wikipedia.org,2026-07,17,ශ්‍රී_ලංකාවේ_ජාතික_පාසල්_ලැයිස්තුව,1865
si.wikipedia.org,2026-07,18,දුටුගැමුණු_රජ,1810
si.wikipedia.org,2026-07,19,ස්ත්‍රී_ස්වයං_වින්දනය,1749
si.wikipedia.org,2026-07,20,ස්වයං_වින්දනය,1684
si.wikipedia.org,2026-07,21,"ශ්‍රී_මහා_බෝධිය,_අනුරාධපුර",1591
si.wikipedia.org,2026-07,22,ශ්‍රී_පාදස්ථානය,1541
si.wikipedia.org,2026-07,23,සිංහල_ජනකවි,1482
si.wikipedia.org,2026-07,24,අජිත්_බණ්ඩාර,1424
si.wikipedia.org,2026-07,25,අනුරාධපුර_පෞරාණික_නගරය,1317
si.wikipedia.org,2026-07,26,පළමුවන_පරාක්‍රමබාහු_රජ,1277
si.wikipedia.org,2026-07,27,කතරගම_ඇසළ_පෙරහැර,1273
si.wikipedia.org,2026-07,28,සිංහල_බස,1245
si.wikipedia.org,2026-07,29,මාර්ටින්_වික්‍රමසිංහ,1206
si.wikipedia.org,2026-07,30,කලා_වැව,1190
si.wikipedia.org,2026-07,31,එස්‌._මහින්ද_හිමි,1181
si.wikipedia.org,2026-07,31,බැද්දේගම(නවකතාව),1181
si.wikipedia.org,2026-07,33,ශ්‍රී_ලංකාවේ_ඡන්ද_කොට්ඨාශ_ලැයිස්තුව,1169
si.wikipedia.org,2026-07,34,දඹුල්ල_රජමහා_විහාරය,1166
si.wikipedia.org,2026-07,35,ලිංගික_සංසර්ගික_ඉරියව්,1162
si.wikipedia.org,2026-07,36,ප්‍රවර්ගය:යාවත්කාලීන_කිරීම_අවශ්‍ය_විකිපීඩියා_ලිපි_සියල්ල,1149
si.wikipedia.org,2026-07,37,කුමාරතුංග_මුනිදාස,1142
si.wikipedia.org,2026-07,38,අනගාරික_ධර්මපාල,1127
si.wikipedia.org,2026-07,39,ශ්‍රී_ලංකාවේ_පළාත්_පාසල්_ලැයිස්තුව,1108
si.wikipedia.org,2026-07,40,සිංහල_සාහිත්‍යය,1091
si.wikipedia.org,2026-07,41,ශ්‍රී_ලංකාවේ_ලෝක_උරුම_ලැයිස්තුව,1090
si.wikipedia.org,2026-07,42,ගුණදාස_අමරසේකර,1049
si.wikipedia.org,2026-07,43,ධර්ම_සංගායනා,1029
si.wikipedia.org,2026-07,44,එදිරිවීර_සරච්චන්ද්‍ර,1021
si.wikipedia.org,2026-07,45,චතුරාර්ය_සත්‍යය,1015
si.wikipedia.org,2026-07,45,දේවානම්පිය_තිස්ස_රජ,1015
si.wikipedia.org,2026-07,47,පොළොන්නරුව_පෞරාණික_නගරය,1011
si.wikipedia.org,2026-07,48,ඇසළ_පසළොස්වක_පෝය,982
si.wikipedia.org,2026-07,48,ශ්‍රී_ලංකාවේ_බස්නාහිර_පළාතේ_පාසල්_ලැයිස්තුව,982
si.wikipedia.org,2026-07,50,අනුරාධපුර_ජේතවනාරාමය,963
si.wikibooks.org,2026-07,1,විශේෂ:ගවේෂණය,413956
si.wikibooks.org,2026-07,2,මුල්_පිටුව,6838
si.wikibooks.org,2026-07,3,ත්‍රිපිටක_පොත්_වහන්සේ/සූත්‍ර_පිටකය/දීඝ_නිකාය/දීඝ_නිකාය_2_(_මහා_වග්ගය_),923
si.wikibooks.org,2026-07,4,වෙසතුරු_දා_සන්නෙ_-_INTRODUCTION,699
si.wikibooks.org,2026-07,5,කව්මුතුහර-INTRODUCTION,476
si.wikibooks.org,2026-07,6,බුත්සරණ_-_iv,461
si.wikibooks.org,2026-07,7,සිංහල_විමානවස්තු_ප්‍රකරණය-_vii,416
si.wikibooks.org,2026-07,8,ගුත්තිල_කාව්‍ය_වර්ණනා_-_අලංකර_දර්ශ_නය,407
si.wikibooks.org,2026-07,9,ජානකීහරණය_-_ii,389
si.wikibooks.org,2026-07,10,ජෝන්_ද_සිල්වා_නුර්ති_නාට්‍ය_එකතුව/නාට්‍ය_කර්තෘවර_ජෝන්_ද_සිල්වා,387
si.wikibooks.org,2026-07,11,සම්මත_ජන_කවි/සම්මත_ජන_කවි_-_i,385
si.wikibooks.org,2026-07,12,ගුත්තිල_කාව්‍ය-කාව්‍ය,354
si.wikibooks.org,2026-07,13,විශේෂ:මෑත_වෙනස්වීම්,351
si.wikibooks.org,2026-07,14,පූජාවලිය-ප්‍රස්තාවනය,330
si.wikibooks.org,2026-07,15,මෛත්‍රි_බුදුන්_වහන්සෙ/විවරණ_සහා_ගෞතම_බුදුන්_හා_බැඳුනු_සිදුවීම්,327
si.wikibooks.org,2026-07,16,බලකොටුවක්_ආලකමන්දාවක්_සහ_නාගරික_සංකීර්ණයක්_වූ_සීගිරිය,322
si.wikibooks.org,2026-07,17,කතිකාවත්_සඟරා_-_i,306
si.wikibooks.org,2026-07,18,සිදත්_සඟරා_විවරණය-විවරණය_v,281
si.wikibooks.org,2026-07,19,මයුර_සන්දේශය-ii,279
si.wikibooks.org,2026-07,20,තිසර_සන්දේශය-විවරණiii,262
si.wikibooks.org,2026-07,21,ජානකීහරණය_-_iii,248
si.wikibooks.org,2026-07,22,ජෝන්_ද_සිල්වා_නුර්ති_නාට්‍ය_එකතුව-III-‍අලකේශ්වර_චරිතය,242
si.wikibooks.org,2026-07,23,බටහිර_(යුරෝපීය)_මායා_මන්ත්‍ර_ශාස්ත්‍ර_(Witchcraft_Magic_Spells),241
si.wikibooks.org,2026-07,24,ලෝවැඩ_සඟරාව_i,236
si.wikibooks.org,2026-07,25,සිරි_රහල්_පබඳ-උපග්රන්ථය,233
si.wikibooks.org,2026-07,26,පුරාණ_පත්තිනි_හෑල්ල,229
si.wikibooks.org,2026-07,27,විකිපොත්:කෝපි_කඩේ,220
si.wikibooks.org,2026-07,28,චන්ද්‍රසීලි_කුමාරිගේ_අපූරු_ප්‍රශ්නය,197
si.wikibooks.org,2026-07,29,බුත්සරණ_-_i,194
si.wikibooks.org,2026-07,30,අන්දරේ,167
si.wikibooks.org,2026-07,31,සිදත්_සඟරා_විවරණය-සිදත්_සඟරා_i,162
si.wikibooks.org,2026-07,31,කෝකිල_සන්දේශය-අරුත්_වියකන-i,162
si.wikibooks.org,2026-07,33,විකිපොත්:පොදු_වියාචනය,157
si.wikibooks.org,2026-07,34,සාකච්ඡාව:මුල්_පිටුව,156
si.wikibooks.org,2026-07,35,කණිෂ්ඨ_විකි,155
si.wikibooks.org,2026-07,36,තුන්මන_හන්දිය,152
si.wikibooks.org,2026-07,37,සිරි_රහල්_පබඳ-සැලළිහිණි_අස්න_i,145
si.wikibooks.org,2026-07,38,කාව්යශේඛර-පළමුවන_සග,143
si.wikibooks.org,2026-07,39,පියදාස_සිරිසේන_නවකථා_එකතුව-_01-වාසනාවන්ත_විවාහය_හෙවත්_ජයතිස්ස_සහ_රොස්ලින්,142
si.wikibooks.org,2026-07,40,විකා_(Wicca)_සහ_Witchcraft,137
si.wikibooks.org,2026-07,40,විකිපොත්:Contact_us,137
si.wikibooks.org,2026-07,42,ත්‍රිපිටක_පොත්_වහන්සේ/සූත්‍ර_පිටකය/දීඝ_නිකාය/මහා_පරිනිර්වාණ_සූත්‍රය,135
si.wikibooks.org,2026-07,43,වෙස්සන්තර_ජාතක_කාව්‍ය-හැඳින්වීම,132
si.wikibooks.org,2026-07,44,ජෝන්_ද_සිල්වා_නුර්ති_නාට්‍ය_එකතුව-III-‍C.Don_Bastian_;_the_predecessor_of_John_de_Silva,128
si.wikibooks.org,2026-07,45,මහාවංශය_-_vi,127
si.wikibooks.org,2026-07,46,විකිපොත්_සාකච්ඡාව:Contact_us,123
si.wikibooks.org,2026-07,47,සැළලිහිණි_සන්දේශය,121
si.wikibooks.org,2026-07,48,විකිපොත්:Language_Learning_Difficulty_for_English_Speakers,112
si.wikibooks.org,2026-07,49,විකිපොත්:පිළිබඳ,111
si.wikibooks.org,2026-07,49,ත්‍රිපිටක_පොත්_වහන්සේ/සූත්‍ර_පිටකය/දීඝ_නිකාය/පොට්ඨපාද_සූත්‍රය,111
ta.wikipedia.org,2026-07,1,முதற்_பக்கம்,60368
ta.wikipedia.org,2026-07,2,காமராசர்,57239
ta.wikipedia.org,2026-07,3,சிறப்பு:Search,51616
ta.wikipedia.org,2026-07,4,எஸ்._ஜானகி,32728
ta.wikipedia.org,2026-07,5,Special:RecentChanges,11552
ta.wikipedia.org,2026-07,6,ஆண்_தமிழ்ப்_பெயர்கள்,9968
ta.wikipedia.org,2026-07,7,தமிழ்த்_திரைப்படங்களின்_பட்டியல்_(ஆண்டு_வரிசை),9854
ta.wikipedia.org,2026-07,8,சுப்பிரமணிய_பாரதி,9620
ta.wikipedia.org,2026-07,9,ஜன_நாயகன்,9360
ta.wikipedia.org,2026-07,10,ச._ஜோசப்_விஜய்,8187
ta.wikipedia.org,2026-07,11,பழனி_பாபா,8148
ta.wikipedia.org,2026-07,12,திருக்குறள்,7986
ta.wikipedia.org,2026-07,13,பெண்_தமிழ்ப்_பெயர்கள்,7621
ta.wikipedia.org,2026-07,14,தமிழ்நாடு,6951
ta.wikipedia.org,2026-07,15,பாக்யராஜ்,6151
ta.wikipedia.org,2026-07,16,பாரதிதாசன்,6104
ta.wikipedia.org,2026-07,17,ஆ._ப._ஜெ._அப்துல்_கலாம்,6065
ta.wikipedia.org,2026-07,18,பிரீத்தி_முகுந்தன்,5669
ta.wikipedia.org,2026-07,19,கலைஞர்_மகளிர்_உரிமைத்_திட்டம்,5637
ta.wikipedia.org,2026-07,20,கருப்பு_(திரைப்படம்),5579
ta.wikipedia.org,2026-07,21,சிறப்பு:RecentChanges,5189
ta.wikipedia.org,2026-07,22,Special:Search,4923
ta.wikipedia.org,2026-07,23,சீனா,4769
ta.wikipedia.org,2026-07,24,சோனம்_வாங்சூக்,4719
ta.wikipedia.org,2026-07,25,தமிழ்நாடு_அமைச்சரவை,4660
ta.wikipedia.org,2026-07,26,பி._சுசீலா,4585
ta.wikipedia.org,2026-07,26,தமிழ்,4585
ta.wikipedia.org,2026-07,28,இந்தியா,4556
ta.wikipedia.org,2026-07,29,குதவழிப்_பாலுறவு,4482
ta.wikipedia.org,2026-07,30,விஜய்_தொலைக்காட்சி_நிகழ்ச்சிகளின்_பட்டியல்,4450
ta.wikipedia.org,2026-07,31,சிலப்பதிகாரம்,4391
ta.wikipedia.org,2026-07,32,தமிழ்நாட்டு_முதலமைச்சர்களின்_பட்டியல்,4167
ta.wikipedia.org,2026-07,33,முருகன்,4163
ta.wikipedia.org,2026-07,34,சிவனின்_108_திருநாமங்கள்,4020
ta.wikipedia.org,2026-07,35,தமிழ்த்தாய்_வாழ்த்து,4007
ta.wikipedia.org,2026-07,36,இந்திய_வானியலின்_27_நட்சத்திரங்கள்,3991
ta.wikipedia.org,2026-07,37,கட்டா_குஸ்தி_2,3922
ta.wikipedia.org,2026-07,38,கண்ணதாசன்,3906
ta.wikipedia.org,2026-07,39,சவுக்கு_சங்கர்,3892
ta.wikipedia.org,2026-07,40,திருவிடைமருதூர்_மகாலிங்கேஸ்வரர்_கோயில்,3863
ta.wikipedia.org,2026-07,41,சிறுவாபுரி_பாலசுப்பிரமணிய_சுவாமி_கோயில்,3849
ta.wikipedia.org,2026-07,42,சுய_இன்பம்,3847
ta.wikipedia.org,2026-07,43,மாவட்ட_வாரியான_தேவாரம்_பாடல்_பெற்ற_சிவாலயங்கள்,3834
ta.wikipedia.org,2026-07,44,அறுபடைவீடுகள்,3759
ta.wikipedia.org,2026-07,45,தொல்காப்பியம்,3626
ta.wikipedia.org,2026-07,46,அழகு_முத்துக்கோன்,3566
ta.wikipedia.org,2026-07,47,தமிழ்ப்_பழமொழிகளின்_பட்டியல்,3560
ta.wikipedia.org,2026-07,48,நா._பார்த்தசாரதி,3388
ta.wikipedia.org,2026-07,49,108_வைணவத்_திருத்தலங்கள்,3348
ta.wikipedia.org,2026-07,50,ஐம்பெருங்_காப்பியங்கள்,3336
ta.wiktionary.org,2026-07,1,முதற்_பக்கம்,11423
ta.wiktionary.org,2026-07,2,சிறப்பு:Search,4464
ta.wiktionary.org,2026-07,3,புண்டை,1745
ta.wiktionary.org,2026-07,4,பாய்,1182
ta.wiktionary.org,2026-07,5,sex,1150
ta.wiktionary.org,2026-07,6,நக்கி,1133
ta.wiktionary.org,2026-07,7,குண்டு,910
ta.wiktionary.org,2026-07,8,பற்பொடி,859
ta.wiktionary.org,2026-07,9,மெதுவா,852
ta.wiktionary.org,2026-07,10,சொல்_வளப்பகுதி,807
ta.wiktionary.org,2026-07,11,fuck,799
ta.wiktionary.org,2026-07,12,சேயோன்,796
ta.wiktionary.org,2026-07,13,கறங்கு,745
ta.wiktionary.org,2026-07,14,கூதி,744
ta.wiktionary.org,2026-07,15,தமிழ்,668
ta.wiktionary.org,2026-07,16,பெண்பருவம்,628
ta.wiktionary.org,2026-07,17,வயிரியம்,625
ta.wiktionary.org,2026-07,18,பித்தம்,588
ta.wiktionary.org,2026-07,19,ஆண்டு_நிறைவு_விழாக்கள்,581
ta.wiktionary.org,2026-07,20,மித்திரன்,565
ta.wiktionary.org,2026-07,21,தேவடியாள்,555
ta.wiktionary.org,2026-07,22,பணிவிடை,537
ta.wiktionary.org,2026-07,23,ச,534
ta.wiktionary.org,2026-07,24,அம்மா,531
ta.wiktionary.org,2026-07,25,பூ,519
ta.wiktionary.org,2026-07,26,பரி,515
ta.wiktionary.org,2026-07,27,ஆகாயத்தாமரை,511
ta.wiktionary.org,2026-07,28,பொருளாளர்,508
ta.wiktionary.org,2026-07,29,வழக்கம்,504
ta.wiktionary.org,2026-07,30,femdom,502
ta.wiktionary.org,2026-07,31,பதினாறு_செல்வங்கள்,475
ta.wiktionary.org,2026-07,32,தற்குறி,444
ta.wiktionary.org,2026-07,33,வியாசன்,443
ta.wiktionary.org,2026-07,34,அமல்,436
ta.wiktionary.org,2026-07,35,ஆக்கம்,431
ta.wiktionary.org,2026-07,36,Special:Search,425
ta.wiktionary.org,2026-07,37,சிறப்பு:RecentChanges,422
ta.wiktionary.org,2026-07,38,விக்சனரி:பொதுவான_பொறுப்புத்_துறப்புகள்,413
ta.wiktionary.org,2026-07,39,கொலையாளி,398
ta.wiktionary.org,2026-07,40,சலனம்,367
ta.wiktionary.org,2026-07,41,அனுகூலம்,365
ta.wiktionary.org,2026-07,42,என்னவள்,364
ta.wiktionary.org,2026-07,43,பவன்,353
ta.wiktionary.org,2026-07,44,பெயர்ச்சொல்,352
ta.wiktionary.org,2026-07,45,அடைக்கலம்,348
ta.wiktionary.org,2026-07,46,cuckold,341
ta.wiktionary.org,2026-07,47,cyber,338
ta.wiktionary.org,2026-07,48,பகுப்பு:பார்வதியின்_வேறு_பெயர்கள்,330
ta.wiktionary.org,2026-07,49,சுன்னி,323
ta.wiktionary.org,2026-07,50,பகுப்பு:நான்கெழுத்துச்_சொற்கள்,320
ta.wikisource.org,2026-07,1,கந்த_சஷ்டி_கவசம்,154409
ta.wikisource.org,2026-07,2,கனகதாரா_ஸ்தோத்திரம்,13643
ta.wikisource.org,2026-07,3,முதற்_பக்கம்,9406
ta.wikisource.org,2026-07,4,திருவாசகம்/திருப்பொன்னூசல்,4300
ta.wikisource.org,2026-07,5,கண்ணன்_பாட்டு/1._கண்ணன்_என்_தோழன்,4270
ta.wikisource.org,2026-07,6,பாரதியாரின்_ஞானப்_பாடல்கள்,3724
ta.wikisource.org,2026-07,7,மாணவர்_மாணவியருக்கு_நீதிக்_கதைகள்,3078
ta.wikisource.org,2026-07,8,திருநீலகண்ட_பதிகம்,2716
ta.wikisource.org,2026-07,9,"விநாயகர்_அகவல்,_ஔவையார்",2704
ta.wikisource.org,2026-07,10,பாரதியாரின்_தேசிய_கீதங்கள்/20._செந்தமிழ்_நாடு,2530
ta.wikisource.org,2026-07,11,சிறப்பு:Search,2248
ta.wikisource.org,2026-07,12,பக்கம்:திருக்குறள்_தெளிவுரை.pdf/42,2176
ta.wikisource.org,2026-07,13,திருவாசகம்/பிடித்த_பத்து,2033
ta.wikisource.org,2026-07,14,திருவாசகம்/திருப்பள்ளியெழுச்சி,2008
ta.wikisource.org,2026-07,15,குறுந்தொகை_01_முதல்_10_முடிய,1993
ta.wikisource.org,2026-07,16,தமிழ்மொழி_இலக்கிய_வரலாறு/தமிழின்_தோற்றமும்_வளர்ச்சியும்,1865
ta.wikisource.org,2026-07,17,திருவாசகம்/அச்சோ_பதிகம்,1421
ta.wikisource.org,2026-07,18,திருத்தொண்டத்_தொகை,1338
ta.wikisource.org,2026-07,19,மேலாண்மை_பொன்னுச்சாமி_கதைகள்_2/001,1292
ta.wikisource.org,2026-07,20,திருவாசகம்/அன்னைப்_பத்து,1291
ta.wikisource.org,2026-07,21,திருவிவிலியம்/புதிய_ஏற்பாடு/எபிரேயருக்கு_எழுதிய_திருமுகம்/அதிகாரங்கள்_1_முதல்_2_வரை,1250
ta.wikisource.org,2026-07,22,கண்ணன்_பாட்டு,1235
ta.wikisource.org,2026-07,23,"திருக்குறள்,_மூலம்",1194
ta.wikisource.org,2026-07,24,திருக்குறள்_பரிமேலழகர்_உரை,1133
ta.wikisource.org,2026-07,25,குடும்பப்_பழமொழிகள்/மனைவி,1102
ta.wikisource.org,2026-07,26,அழகின்_சிரிப்பு,1090
ta.wikisource.org,2026-07,27,16_கதையினிலே,1024
ta.wikisource.org,2026-07,28,சிலம்பின்_கதை/மங்கல_வாழ்த்துப்_பாடல்,1002
ta.wikisource.org,2026-07,29,பாரதியாரின்_பல்வகைப்_பாடல்கள்/2._பாப்பாப்_பாட்டு,970
ta.wikisource.org,2026-07,30,விக்கிமூலம்:ஆலமரத்தடி,956
ta.wikisource.org,2026-07,31,பக்கம்:பாவாணர்_தமிழ்க்_களஞ்சியம்_13.pdf/42,908
ta.wikisource.org,2026-07,32,எல்லோரும்_இந்நாட்டு_மன்னர்/எல்லோரும்_இந்நாட்டு_மன்னர்,904
ta.wikisource.org,2026-07,33,சிறப்பு:RecentChanges,853
ta.wikisource.org,2026-07,34,திருக்கோளூர்ப்_பெண்பிள்ளை_ரகசியங்கள்,827
ta.wikisource.org,2026-07,35,நூறாசிரியம்/காமரா_சென்னும்,776
ta.wikisource.org,2026-07,36,பக்கம்:அறிவியல்_களஞ்சியம்_2.pdf/234,762
ta.wikisource.org,2026-07,37,பாரதியாரின்_தெய்வப்பாடல்கள்,736
ta.wikisource.org,2026-07,38,குயிற்_பாட்டு/குயிற்_பாட்டு,726
ta.wikisource.org,2026-07,39,பன்னிரு_திருமுறைகள்,709
ta.wikisource.org,2026-07,40,காளமேகப்_புலவர்_பாடல்கள்,693
ta.wikisource.org,2026-07,41,திருவாசகம்/திருச்சாழல்,689
ta.wikisource.org,2026-07,42,பாரதியாரின்_பல்வகைப்_பாடல்கள்/1._புதிய_ஆத்திச்சூடி,668
ta.wikisource.org,2026-07,43,சீவக_சிந்தாமணி_(உரைநடை)/பூமகள்_இலம்பகம்,660
ta.wikisource.org,2026-07,44,குழந்தைச்_செல்வம்/வாழ்க்கைத்_தத்துவங்கள்,654
ta.wikisource.org,2026-07,45,கோளறு_பதிகம்,647
ta.wikisource.org,2026-07,46,அட்டவணை:வாழ்வியற்_களஞ்சியம்_9.pdf,631
ta.wikisource.org,2026-07,47,அகத்தியர்_ஞானப்_பாடல்கள்,622
ta.wikisource.org,2026-07,48,திருவாசகம்/நீத்தல்_விண்ணப்பம்,614
ta.wikisource.org,2026-07,49,சீவக_சிந்தாமணி_(உரைநடை)/நாமகள்_இலம்பகம்,604
ta.wikisource.org,2026-07,50,பட்டுக்கோட்டை_கல்யாணசுந்தரம்_பாடல்கள்/சிறுவர்_சீர்திருத்தம்,596
ta.wikiquote.org,2026-07,1,முதற்_பக்கம்,10619
ta.wikiquote.org,2026-07,2,சிறப்பு:RecentChanges,6379
ta.wikiquote.org,2026-07,3,தமிழ்ப்_பழமொழிகளும்_சொலவடைகளும்,3826
ta.wikiquote.org,2026-07,4,விக்கிமேற்கோள்:ஆலமரத்தடி,998
ta.wikiquote.org,2026-07,5,சீர்திருத்தம்,816
ta.wikiquote.org,2026-07,6,உலகப்_பழமொழிகள்,722
ta.wikiquote.org,2026-07,7,கவுண்டமணி,681
ta.wikiquote.org,2026-07,8,சிறப்பு:Search,632
ta.wikiquote.org,2026-07,9,கல்வி,551
ta.wikiquote.org,2026-07,10,காந்தி,520
ta.wikiquote.org,2026-07,11,பாட்ஷா_(திரைப்படம்),472
ta.wikiquote.org,2026-07,12,வில்லியம்_ஷேக்ஸ்பியர்,453
ta.wikiquote.org,2026-07,13,நபர்களின்_பட்டியல்,442
ta.wikiquote.org,2026-07,14,சே_குவேரா,439
ta.wikiquote.org,2026-07,15,ம._சிங்காரவேலர்,371
ta.wikiquote.org,2026-07,16,அச்சம்,370
ta.wikiquote.org,2026-07,17,விக்கிமேற்கோள்:புதுப்_பயனர்_பக்கம்,354
ta.wikiquote.org,2026-07,18,நெப்போலியன்_பொனபார்ட்,350
ta.wikiquote.org,2026-07,19,ஆல்பர்ட்_ஐன்ஸ்டைன்,317
ta.wikiquote.org,2026-07,20,பெண்,315
ta.wikiquote.org,2026-07,21,ஆங்கிலப்_பழமொழிகள்,309
ta.wikiquote.org,2026-07,22,விக்கிமேற்கோள்:பொதுவான_பொறுப்புத்_துறப்புகள்,302
ta.wikiquote.org,2026-07,23,காரல்_மார்க்சு,301
ta.wikiquote.org,2026-07,24,அன்பு,293
ta.wikiquote.org,2026-07,25,பெஞ்சமின்_பிராங்கிளின்,273
ta.wikiquote.org,2026-07,26,ஜவகர்லால்_நேரு,271
ta.wikiquote.org,2026-07,27,கடவுள்,269
ta.wikiquote.org,2026-07,28,லாலா_லஜபதி_ராய்,266
ta.wikiquote.org,2026-07,29,அரிஸ்டாட்டில்,261
ta.wikiquote.org,2026-07,29,யொஹான்_வூல்ப்காங்_ஃபொன்_கேத்தா,261
ta.wikiquote.org,2026-07,31,வார்ப்புரு:புதுப்பக்கங்கள்,259
ta.wikiquote.org,2026-07,32,மேரி_கியூரி,252
ta.wikiquote.org,2026-07,33,ரிச்சர்டு_பெயின்மான்,239
ta.wikiquote.org,2026-07,34,பழமொழிகள்,227
ta.wikiquote.org,2026-07,35,கௌதம_புத்தர்,226
ta.wikiquote.org,2026-07,36,விக்கிமேற்கோள்:புது_மேற்கோள்_தொகுப்பு_உருவாக்கம்,217
ta.wikiquote.org,2026-07,37,இலக்கியம்,214
ta.wikiquote.org,2026-07,37,அரசியல்,214
ta.wikiquote.org,2026-07,39,சார்லி_சாப்ளின்,212
ta.wikiquote.org,2026-07,40,தாமோதர்_தர்மானந்தா_கோசாம்பி,208
ta.wikiquote.org,2026-07,41,விக்கிமேற்கோள்:சமுதாய_வலைவாசல்,207
ta.wikiquote.org,2026-07,42,நட்பு,206
ta.wikiquote.org,2026-07,43,விக்கிப்பீடியா,203
ta.wikiquote.org,2026-07,44,முகம்மது_அலி,200
ta.wikiquote.org,2026-07,45,விக்கிமேற்கோள்:நடப்பு_நிகழ்வுகள்,198
ta.wikiquote.org,2026-07,46,கருணாநிதி,196
ta.wikiquote.org,2026-07,46,ஜெர்மனி_பழமொழிகள்,196
ta.wikiquote.org,2026-07,48,இரவீந்திரநாத்_தாகூர்,195
ta.wikiquote.org,2026-07,49,அறிவு,194
ta.wikiquote.org,2026-07,50,யுத்தம்,193
ta.wikibooks.org,2026-07,1,சிறப்பு:Search,43741
ta.wikibooks.org,2026-07,2,முதற்_பக்கம்,6165
ta.wikibooks.org,2026-07,3,எழுத்துக்கள்/சி,2114
ta.wikibooks.org,2026-07,4,தமிழ்_எழுத்துகள்,1622
ta.wikibooks.org,2026-07,5,விருந்தோம்பல்,1081
ta.wikibooks.org,2026-07,6,வாழ்க்கை_வரலாறுகள்/காமராஜர்,1033
ta.wikibooks.org,2026-07,7,குழந்தைப்_பாடல்கள்/ஆடிப்பிறப்புக்கு_நாளை_விடுதலை,621
ta.wikibooks.org,2026-07,8,7-வது_திருமொழி_-_தங்கையை_மூக்கும்,585
ta.wikibooks.org,2026-07,9,கடவுள்_வாழ்த்து,534
ta.wikibooks.org,2026-07,10,குடும்பம்,531
ta.wikibooks.org,2026-07,11,ஈசாப்_நீதிக்_கதைகள்,381
ta.wikibooks.org,2026-07,12,சிறப்பு:RecentChanges,326
